plaza,cantidad_plazas,remuneracion_min,remuneracion_max
POLICIA ESPECIALIZADO EN INVESTIGACION,1,"18,297","18,297"
POLICIA INVESTIGADOR,96,"28,072","28,072"
POLICIA INVESTIGADOR A,182,"25,078","25,078"
POLICIA INVESTIGADOR B,1335,"18,297","18,297"
POLICIA INVESTIGADOR E,4,"33,737","33,737"
POLICIA PRIMERO,36,"16,489","16,489"
POLICIA PRIMERO VIAL,357,"15,595","15,595"
POLICIA PROCESAL,120,"14,775","14,775"
POLICIA SEGUNDO,327,"15,192","15,192"
POLICIA SEGUNDO VIAL,13,"15,192","15,192"
POLICIA TERCERO,245,"14,775","14,775"
POLICIA TERCERO VIAL,483,"14,775","14,775"
POLICIA VIAL,1022,"14,370","14,370"
PRECEPTOR TECNICO,86,"15,937","15,937"
PRECEPTOR TECNICO ESPECIALIZADO,24,"16,725","16,725"
PREFECTO,2,"5,972","5,972"
"PREFECTO ""A""",2,"6,945","6,945"
PREFECTO A FORANEO,383,"8,548","11,157"
PREFECTO B,11,"11,006","11,006"
PREFECTO B FORANEO,315,"8,566","11,181"
PREFECTO C,910,"9,079","11,856"
PREFECTO C EN EL DISTRITO FEDERAL,1,"8,686","8,686"
PREFECTO C FORANEO,115,"9,079","11,856"
PRESIDENTE AUXILIAR,86,"25,078","25,078"
PRESIDENTE AUXILIAR A,1,"22,453","22,453"
PRESIDENTE DE LA 11AVA JUNTA,1,"42,130","42,130"
PRESIDENTE DE LA JUNTA ESPECIAL,16,"42,130","42,130"
PRESIDENTE DE LA JUNTA LOCAL DE CONCILIACION Y ARBITRAJE,1,"66,873","66,873"
PRESIDENTE DEL CONSEJO DIRECTIVO DEL CECA,1,"25,078","25,078"
PRESIDENTE DEL CONSEJO EST. DE PARTICIPACION EN LA EDUCACION,1,"55,131","55,131"
PROCURADOR AUXILIAR,1,"22,453","22,453"
PROCURADOR AUXILIAR A,29,"25,078","25,078"
PROCURADOR AUXILIAR B,1,"28,072","28,072"
PROCURADOR ESTATAL DE PROTECCION AL AMBIENTE,1,"90,438","90,438"
PROCURADOR FISCAL DEL ESTADO,1,"73,783","73,783"
PROCURADOR GENERAL DE LA DEFENSA DEL TRABAJO,1,"50,390","50,390"
PROCURADOR SOCIAL,1,"137,143","137,143"
PROF ENS MUSICAL,449,"6,697","8,694"
PROFESOR A DE ADIESTRAMIENTO TECNICO PARA INDIGENAS FORANE,18,"8,176","8,176"
"PROFESOR ASIGNATURA ""A""",0,368,368
"PROFESOR ASIGNATURA ""A"" (E.S.) DE CAPA- CITACION Y MEJORAMIE",0,368,368
"PROFESOR ASIGNATURA ""B"" (E.S.) DE CAPA- CITACION Y MEJORAMIE",0,418,418
"PROFESOR ASOCIADO ""A"" (E.S.) DE CAPACI- TACION Y MEJORAMIENT",3,"7,504","11,256"
"PROFESOR ASOCIADO ""A"" 1/2 T",22,"7,504","7,504"
"PROFESOR ASOCIADO ""A"" T/C",23,"15,008","15,008"
"PROFESOR ASOCIADO ""B"" (E.S.) DE CAPACI- TACION Y MEJORAMIENT",5,"12,663","16,883"
"PROFESOR ASOCIADO ""B"" T/C",3,"16,883","16,883"
"PROFESOR ASOCIADO ""C"" (E.S.) DE CAPACI- TACION Y MEJORAMIENT",7,"18,994","18,994"
"PROFESOR ASOCIADO ""C"" 1/2 T",12,"9,497","9,497"
"PROFESOR ASOCIADO ""C"" T/C",12,"18,994","18,994"
"PROFESOR ASOSIADO ""B"" 1/2 T",8,"8,442","8,442"
PROFESOR C DE MATERIAS AGROPECUARIAS EN ESCUELA NORMAL DE PR,1,"8,288","8,288"
PROFESOR DE ADIESTRAMIENTO DE ENSENANZA TECNOLOGICA VOCACION,0,422,422
PROFESOR DE ADIESTRAMIENTO DE NORMAL DE PRIMARIA FORANEO,0,422,422
PROFESOR DE ADIESTRAMIENTO DE SECUNDARIA,0,570,"17,480"
PROFESOR DE ADIESTRAMIENTO DE SECUNDARIA FORANEO.,0,437,"1,722"
PROFESOR DE ADIESTRAMIENTO DE SECUNDARIA TECNICA EN EL DISTR,0,422,422
PROFESOR DE ADIESTRAMIENTO DE SECUNDARIA TECNICA FORANEA.,0,422,"1,328"
PROFESOR DE ADIESTRAMIENTO DE SECUNDARIA TECNICA FORANEO T,0,437,"2,247"
PROFESOR DE ADIESTRAMIENTO DE TALLER CON 10 HORAS,69,"4,370","5,705"
"PROFESOR DE ASIGNATURA ""B""",0,418,418
PROFESOR DE CENTRO DE ENSENANZA OCUPACIONAL NOCTURNA FORANEO,1,"3,676","3,676"
PROFESOR DE EDUCACION BASICA PARA ADULTOS NOCTURNA CON FORTA,8,"5,331","5,331"
PROFESOR DE EDUCACION BASICA PARA ADULTOS NOCTURNA FORANEO.,89,"4,113","12,665"
PROFESOR DE EDUCACION FISICA FORANEO,0,422,422
PROFESOR DE ENSENANZA PREPARATORIA FORANEO.,0,437,437
PROFESOR DE ENSENANZA SECUNDARIA,0,614,"25,672"
PROFESOR DE ENSENANZA SECUNDARIA EN EL DISTRITO FEDERAL.,0,437,581
PROFESOR DE ENSENANZA SECUNDARIA FORANEA.,0,437,"1,755"
PROFESOR DE ENSENANZA SECUNDARIA TECNICA EN EL DISTRITO FEDE,0,437,437
PROFESOR DE ENSENANZA SECUNDARIA TECNICA FORANEO.,0,437,"2,247"
"PROFESOR DE ENSENANZA SUPERIOR ASIGNATURA ""A"" FORANEO.",0,368,368
"PROFESOR DE ENSENANZA SUPERIOR ASIGNATURA ""B"" FORANEO.",0,418,418
PROFESOR DE ENSENANZA TECNOLOGICA FORANEO.,0,437,437
PROFESOR DE ENSENANZA VOCACIONAL FORANEO,0,437,437
PROFESOR DE ENSENANZAS ARTISTICAS PARA POSTPRIMARIAS EN EL,0,437,437
PROFESOR DE ENSENANZAS ARTISTICAS PARA POSTPRIMARIAS FORANE,0,428,"1,318"
PROFESOR DE ENSENANZAS DE ADIESTRAMIENTO DE SECUNDARIA EN E,0,422,422
PROFESOR DE ENSENANZAS DE ADIESTRAMIENTO DE SECUNDARIA FORA,0,422,"1,016"
PROFESOR DE ENSENANZAS MUSICALES ELEMENTALES PARA JARDIN DE,0,345,629
PROFESOR DE ENSEÑANZA MUSICAL,2,"5,759","5,759"
PROFESOR DE INGLES DE SECUNDARIAS,0,437,571
PROFESOR DE MATERIAS PROFESIONALES DE ENSENANZA NORMAL DE PR,0,437,437
"PROFESOR DE TITULAR ""A"" 1/2 T",9,"10,960","10,960"
PROFESOR INSTRUCTOR DE CAPACITACION PARA Y EN EL TRABAJO,0,437,437
"PROFESOR INVESTIGADOR DE ENSENANZA SUPERIOR ASIGNATURA ""B""",0,418,418
"PROFESOR INVESTIGADOR DE ENSENANZA SUPERIOR ASOCIADO ""A"" 1",26,"7,504","7,504"
"PROFESOR INVESTIGADOR DE ENSENANZA SUPERIOR ASOCIADO ""A"" T",9,"15,008","15,008"
"PROFESOR INVESTIGADOR DE ENSENANZA SUPERIOR ASOCIADO ""B"" 1",2,"8,442","8,442"
"PROFESOR INVESTIGADOR DE ENSENANZA SUPERIOR ASOCIADO ""B"" 3",2,"12,663","12,663"
"PROFESOR INVESTIGADOR DE ENSENANZA SUPERIOR ASOCIADO ""B"" T",9,"16,883","16,883"
"PROFESOR INVESTIGADOR DE ENSENANZA SUPERIOR ASOCIADO ""C"" 1",1,"9,497","9,497"
"PROFESOR INVESTIGADOR DE ENSENANZA SUPERIOR ASOCIADO ""C"" T",15,"18,994","18,994"
"PROFESOR INVESTIGADOR DE ENSENANZA SUPERIOR TITULAR ""A"" 1/",1,"10,960","10,960"
"PROFESOR INVESTIGADOR DE ENSENANZA SUPERIOR TITULAR ""A"" TI",14,"21,921","21,921"
"PROFESOR INVESTIGADOR DE ENSENANZA SUPERIOR TITULAR ""B"" 1/",1,"12,955","12,955"
"PROFESOR INVESTIGADOR DE ENSENANZA SUPERIOR TITULAR ""B"" TI",16,"25,910","25,910"
"PROFESOR INVESTIGADOR DE ENSENANZA SUPERIOR TITULAR ""C"" 1/",1,"15,314","15,314"
"PROFESOR INVESTIGADOR DE ENSENANZA SUPERIOR TITULAR ""C"" TI",47,"30,629","30,629"
PROFESOR NORMALISTA DE EDUCACION FISICA,0,"2,282","20,082"
PROFESOR NORMALISTA DE EDUCACION FISICA EN EL DISTRITO FEDE,0,437,758
PROFESOR NORMALISTA DE EDUCACION FISICA FORANEO,0,437,"2,247"
PROFESOR ORIENTADOR DE ENSENANZA SECUNDARIA FORANEA.,0,437,"1,345"
PROFESOR ORIENTADOR PROFESIONAL DE ENSENANZA SUPERIOR FORAN,0,437,594
"PROFESOR TITULAR ""A"" (E.S.) DE CAPACI- TACION Y MEJORAMIENTO",6,"21,921","21,921"
"PROFESOR TITULAR ""A"" T/C",1,"21,921","21,921"
"PROFESOR TITULAR ""B"" (E.S.) DE CAPACI- TACION Y MEJORAMIENTO",13,"12,955","25,910"
"PROFESOR TITULAR ""B"" 1/2 T",6,"12,955","12,955"
"PROFESOR TITULAR ""B"" T/C",5,"25,910","25,910"
"PROFESOR TITULAR ""C"" (E.S.) DE CAPACI- TACION Y MEJORAMIENTO",16,"30,629","30,629"
"PROFESOR TITULAR ""C"" 1/2 T",6,"15,314","15,314"
"PROFESOR TITULAR ""C"" T/C",33,"30,629","30,629"
"PROFR. ASOC. ""A"" DE CAP Y MEJ PROF DEL MAG TIEMPO COMP",2,"15,008","15,008"
"PROFR. INV. DE ENS. SUP. ASOC ""A"" 3/4 TIEMP. FORANEO",3,"11,256","11,256"
PROMOTOR A,7,"15,937","15,937"
PROMOTOR ACT. ART. ELEM. 15/H.,165,"5,626","7,803"
PROMOTOR B,11,"11,644","15,525"
PROMOTOR BILINGUE DE EDUCACION PREESCOLAR INDIGENA,23,"8,116","8,116"
PROMOTOR BILINGUE DE EDUCACION PRIMARIA INDIGENA,77,"8,116","8,116"
PROMOTOR DE COMUNIDAD RURAL TECNICO EN EDUCACION PREESCOLAR,8,"8,116","10,608"
PROMOTOR DE DESARROLLO MUNICIPAL,10,"16,725","16,725"
PROMOTOR DE INVERSION,2,"17,088","17,088"
PROMOTOR DE SALUD,39,"7,902","7,902"
PROMOTOR EDUC. FIS. 15/H.,49,"6,860","7,165"
PROMOTOR REGIONAL,11,"16,725","16,725"
PROYECTISTA,5,"15,937","15,937"
PROYECTISTA DE LA JTA DE CONC Y ARBITRAJE,1,"17,088","17,088"
PSICOLOGO,61,"8,758","16,725"
PSICOLOGO CLINICO,39,"14,413","14,413"
PSICOLOGO E.I.I.P.,88,"8,444","11,122"
PUERICULTOR,4,"7,712","7,712"
PUERICULTOR (PARA USO EXCLUSIVO DE PLANTELES),1,"7,712","7,712"
RECEPCIONISTA,13,"9,706","12,942"
REDACTOR EDITOR,1,"15,937","15,937"
REDACTOR EDITOR A,1,"15,525","15,525"
REGISTRADOR ANALISTA,1,"14,332","14,332"
REGISTRADOR ANALISTA ESPECIALIZADO,234,"12,545","16,725"
REPORTERO,1,"18,297","18,297"
REPORTERO DE COMUNICACION,1,"16,725","16,725"
REPRESENTANTE OBRERO,17,"25,078","25,078"
REPRESENTANTE PATRONAL,17,"25,078","25,078"
RESIDENTE DE ZONA,7,"18,297","18,297"
RESPONSABLE DE LA COORDINACION DE AJEDREZ,1,"39,023","39,023"
RESPONSABLE OPERATIVO DEL CENTRO DE CAPACITACION,1,"25,729","25,729"
REVISOR,3,"11,110","11,110"
REVISOR DE TRANSPORTES,8,"11,110","14,812"
REVISOR TIPOGRAFICO,2,"15,525","15,525"
SECRETARIA,2,"7,670","16,725"
"SECRETARIA ""A""",7,"8,912","8,912"
"SECRETARIA ""C""",89,"7,902","7,902"
SECRETARIA A,1,"17,088","17,088"
SECRETARIA AUXILIAR,347,"9,706","12,942"
SECRETARIA AUXILIAR A,1,"13,128","13,128"
SECRETARIA D,2,"22,453","22,453"
SECRETARIA DE APOYO,1811,"7,214","8,319"
SECRETARIA DE DIRECCION,1,"14,332","14,332"
SECRETARIA DE DIRECCION DE AREA,208,"10,750","14,332"
SECRETARIA DE DIRECCION GENERAL,88,"11,644","15,525"
SECRETARIA DE DIRECCION GENERAL A,1,"14,812","14,812"
SECRETARIA DE DIRECCION GENERAL BILINGUE,1,"15,937","15,937"
SECRETARIA DE DIRECCION GENERAL F,1,"19,759","19,759"
"SECRETARIA DE DIRECTOR DE PLANTEL ""A""",2,"8,475","8,475"
"SECRETARIA DE JEFE DE DEPARTAMENTO ""A""",19,"7,304","7,304"
SECRETARIA DEL TRIBUNAL,22,"16,725","16,725"
SECRETARIA E,1,"25,078","25,078"
SECRETARIA EJECUTIVA,2,"8,475","8,475"
"SECRETARIA EJECUTIVA ""A""",8,"8,613","10,087"
"SECRETARIA EJECUTIVA ""B""",1,"8,367","8,367"
"SECRETARIA EJECUTIVA ""D""",1,"7,534","7,534"
"SECRETARIA EJECUTIVA ""E""",4,"7,902","7,902"
"SECRETARIA EJECUTIVA ""F""",1,"8,116","8,116"
"SECRETARIA EJECUTIVA ""G""",4,"8,613","8,613"
"SECRETARIA EJECUTIVA ""H""",4,"8,613","8,613"
SECRETARIA EJECUTIVA DEL SISTEMA ESTATAL PARA LA PROTECCION INTEGRAL DE LOS DERECHOS DE LAS,1,"50,390","50,390"
SECRETARIA PARTICULAR,1,"62,968","62,968"
SECRETARIA PARTICULAR B,1,"32,286","32,286"
SECRETARIA PRIVADA,7,"16,725","35,981"
SECRETARIA TECNICA,1,"50,390","50,390"
SECRETARIO DE ADMINISTRACION,1,"137,143","137,143"
SECRETARIO DE AGENCIA DEL MINISTERIO PUBLICO,550,"17,088","17,088"
SECRETARIO DE AGRICULTURA Y DESARROLLO RURAL,1,"137,143","137,143"
SECRETARIO DE CULTURA,1,"137,143","137,143"
SECRETARIO DE DESARROLLO ECONOMICO,1,"137,143","137,143"
SECRETARIO DE EDUCACION,1,"129,827","129,827"
SECRETARIO DE ESTUDIO Y CUENTA,14,"28,072","28,072"
SECRETARIO DE GESTION INTEGRAL DEL AGUA,1,"137,143","137,143"
SECRETARIO DE IGUALDAD SUSTANTIVA ENTRE MUJERES Y HOMBRES,1,"137,143","137,143"
SECRETARIO DE INFRAESTRUCTURA Y OBRA PUBLICA,1,"137,143","137,143"
SECRETARIO DE INNOVACION CIENCIA Y TECNOLOGIA,1,"137,143","137,143"
SECRETARIO DE JUNTA ESPECIAL,18,"28,072","28,072"
SECRETARIO DE LA HACIENDA PUBLICA,1,"137,143","137,143"
SECRETARIO DE LA POLICIA INVESTIGADORA,1,"14,775","14,775"
SECRETARIO DE MEDIO AMBIENTE Y DESARROLLO TERRITORIAL,1,"137,143","137,143"
SECRETARIO DE PLANEACION Y PARTICIPACION CIUDADANA,1,"137,143","137,143"
SECRETARIO DE PROCEDIMIENTOS Y NEGOCIACION COLECTIVA,1,"28,072","28,072"
SECRETARIO DE SALUD,1,"137,143","137,143"
SECRETARIO DE SEGURIDAD,1,"137,143","137,143"
SECRETARIO DE TRABAJO Y PREVISION SOCIAL,1,"137,143","137,143"
SECRETARIO DE TRANSPORTE,1,"137,143","137,143"
SECRETARIO DE TURISMO,1,"137,143","137,143"
SECRETARIO DEL CONSEJO DIRECTIVO DEL CECA,1,"16,725","16,725"
SECRETARIO DEL SISTEMA DE ASISTENCIA SOCIAL,1,"137,143","137,143"
SECRETARIO EJECUTOR,1,"28,072","28,072"
SECRETARIO GENERAL DE GOBIERNO,1,"147,342","147,342"
SECRETARIO GENERAL DE LA JUNTA LOCAL DE CONCILIACION Y ARBITRAJE,1,"50,390","50,390"
SECRETARIO GENERAL DEL TRIBUNAL,5,"45,429","45,429"
SECRETARIO PARTICULAR,7,"38,852","38,852"
SECRETARIO PARTICULAR A,1,"28,072","28,072"
SECRETARIO PARTICULAR ADJUNTO,1,"73,783","73,783"
SECRETARIO PARTICULAR C,5,"36,155","36,155"
SECRETARIO PARTICULAR D,3,"42,130","42,130"
SECRETARIO PARTICULAR DE DIGPRES,1,"25,078","25,078"
SECRETARIO PARTICULAR DE LA FISCALIA DE DERECHOS HUMANOS,1,"28,072","28,072"
SECRETARIO PARTICULAR DE LA FISCALIA ESPECIAL REGIONAL,1,"28,072","28,072"
SECRETARIO PARTICULAR DE LA SHP,1,"50,390","50,390"
SECRETARIO PARTICULAR DE TRABAJO Y PREVISION SOCIAL,1,"42,130","42,130"
SECRETARIO PARTICULAR DEL FISCAL ESTATAL,1,"58,645","58,645"
SECRETARIO PARTICULAR DEL GOBERNADOR,1,"137,143","137,143"
SECRETARIO PARTICULAR DEL SECRETARIO DE TRANSPORTE,1,"50,390","50,390"
SECRETARIO PARTICULAR DEL SECRETARIO GENERAL DE GOBIERNO,1,"58,645","58,645"
SECRETARIO PARTICULAR E,1,"50,390","50,390"
SECRETARIO PARTICULAR F,1,"58,645","58,645"
SECRETARIO PRIVADO,1,"73,783","73,783"
SECRETARIO TEC. CONSEJO INTERINSTIT. DE INVESTIG. EDUCATIVA,2,"22,832","22,832"
SECRETARIO TECNICO D,2,"38,852","38,852"
SECRETARIO TECNICO DE EDUC MEDICA Y SOCIAL DE SEGURIDAD,1,"36,155","36,155"
SECRETARIO TECNICO DE LA COMISION EJECUTIVA ESTATAL DE ATENCION A VICTIMAS,1,"50,390","50,390"
SECRETARIO TECNICO DEL CONSEJO,1,"45,429","45,429"
SECRETARIO TECNICO DEL CONSEJO ESTATAL DE SALUD,3,"45,429","45,429"
SECRETARIO TECNICO G,3,"66,873","66,873"
SECRETARIO TECNICO H,1,"73,783","73,783"
SEGUIMIENTO A PROYECTOS,1,"22,453","22,453"
SOBRESTANTE,2,"12,545","12,545"
SOLISTA,8,"11,952","11,952"
SOPORTE ADMINISTRATIVO DE SALUD,6,"10,456","10,456"
SOPORTE TECNICO EN SISTEMAS,36,"16,725","16,725"
SOPORTE TECNICO EN SISTEMAS Y SERVICIOS,4,"16,725","16,725"
SOPORTE TECNICO EN SISTEMAS Y SERVICIOS A,1,"16,725","16,725"
SOPRANO,5,"10,358","10,358"
SRIO EJECUTIVO DEL CONSEJO ESTATAL DE SEGURIDAD PUBLICA,1,"90,438","90,438"
SRIO EJECUTIVO PARA IMPLEMENTENTACION DEL NVO SISTEMA DE JUSTICIA,1,"90,438","90,438"
SRIO ESPECIALIZADO DE LA AGENCIA DEL MINISTERIO PUBLICO,50,"18,297","18,297"
SRIO. DE COMIS. ESC.,1,"6,490","6,490"
SUBDELEGADO REGIONAL,19,"33,737","33,737"
SUBDELEGADO REGIONAL A,3,"19,759","19,759"
"SUBDIRECTOR ACADEMICO DE PRIMARIA, FORANEO",6,"11,994","11,994"
SUBDIRECTOR DE AREA NIVEL 20,2,"27,627","35,981"
SUBDIRECTOR DE COMUNICACION SOCIAL,3,"16,725","16,725"
SUBDIRECTOR DE ESCUELA NORMAL,10,"18,328","18,328"
"SUBDIRECTOR DE GESTION ESCOLAR DE PRIMARIA, FORANEO",12,"11,994","11,994"
SUBDIRECTOR DE INVESTIGACION,12,"18,328","18,328"
SUBDIRECTOR DE POLICIA INVESTIGADORA,1,"33,737","33,737"
SUBDIRECTOR DE POLICIA INVESTIGADORA A,1,"36,323","36,323"
SUBDIRECTOR DE SEC. GRAL. 2 TURNOS,180,"16,243","21,198"
SUBDIRECTOR DE SEC. GRAL. DE 1 TURNO,20,"16,243","21,198"
SUBDIRECTOR METROPOLITANO,1,"54,516","54,516"
SUBDIRECTOR REGIONAL,1,"54,516","54,516"
SUBDIRECTOR SECRETARIO DE ESCUELA SECUNDARIA TECNICA FORANE,108,"24,646","83,551"
SUBDIRECTOR SECRETARIO DE SECUNDARIA FORANEA.,166,"24,646","81,917"
SUBDIRECTOR SECRETARIO DE SECUNDARIA NOCTURNA FORANEA.,1,"24,646","24,646"
SUBINSPECTOR DE SEGURIDAD PUBLICA,18,"22,453","22,453"
SUBINSPECTOR DE VIALIDAD,51,"25,078","25,078"
SUBJEFE DE OFICINA A,10,"16,725","16,725"
SUBJEFE DE OFICINA B,14,"15,937","15,937"
SUBJEFE EDUC. FIS. DEPORTIVA,2,"6,164","6,164"
SUBOFICIAL,68,"17,088","17,088"
SUBOFICIAL DE VIALIDAD,24,"16,489","16,489"
SUBPROCURADOR DE DEFENSORIA PUBLICA,1,"90,438","90,438"
SUBPROCURADOR DE REPRESENTACION SOCIAL,1,"90,438","90,438"
SUBPROCURADOR DE SERVICIOS JURIDICOS ASISTENCIALES,1,"90,438","90,438"
SUBPROCURADOR FISCAL DEL ESTADO,1,"66,873","66,873"
SUBSECRETARIO DE ACCESO DE LAS MUJERES A UNA VIDA LIBRE DE VIOLENCIA,1,"82,120","82,120"
SUBSECRETARIO DE ADMINISTRACION,1,"101,422","101,422"
SUBSECRETARIO DE ASUNTOS DEL INTERIOR,1,"107,669","107,669"
SUBSECRETARIO DE DERECHOS HUMANOS,1,"107,669","107,669"
SUBSECRETARIO DE EDUCACION BASICA,1,"101,422","101,422"
SUBSECRETARIO DE EDUCACION MEDIA SUPERIOR,1,"101,422","101,422"
SUBSECRETARIO DE EDUCACION SUPERIOR,1,"107,669","107,669"
SUBSECRETARIO DE FORMACION Y ATENCION AL MAGISTERIO,1,"101,422","101,422"
SUBSECRETARIO DE GESTION INTEGRAL DE RECURSOS Y PROGRAMAS SOCIALES,1,"107,669","107,669"
SUBSECRETARIO DE IGUALDAD DE GENERO,1,"82,120","82,120"
SUBSECRETARIO DE INFRAESTRUCTURA SOCIAL,1,"107,669","107,669"
SUBSECRETARIO GENERAL DE GOBIERNO,1,"107,669","107,669"
SUBSECRETARIO PARA EL DESARROLLO Y VINCULACION DE ORGANIZACIONES DE LA SOCIEDAD CIVIL OSC,1,"107,669","107,669"
SUPERVISOR,29,"7,534","14,332"
SUPERVISOR B,1,"13,809","13,809"
SUPERVISOR C,12,"17,088","17,088"
SUPERVISOR D,2,"18,297","18,297"
SUPERVISOR DE ALIMENTOS,7,"13,809","13,809"
SUPERVISOR DE ALMACEN,10,"14,332","14,332"
SUPERVISOR DE AREA TECNICA,13,"12,545","16,725"
SUPERVISOR DE AUDITORES,44,"17,088","17,088"
SUPERVISOR DE AUDITORES A,29,"18,297","18,297"
SUPERVISOR DE AUDITORES G,1,"32,286","32,286"
SUPERVISOR DE CAJEROS,1,"14,332","14,332"
SUPERVISOR DE CUADRILLA,1,"16,725","16,725"
SUPERVISOR DE DISEÑO ETNOGRAFICO,1,"36,155","36,155"
SUPERVISOR DE EDUCACION ESPECIAL,16,"18,104","22,894"
SUPERVISOR DE EDUCACION ESPECIAL FORANEO.,12,"20,119","64,653"
SUPERVISOR DE EDUCACION ESPECIAL FORANEO. 2DA PLAZA,12,"18,449","24,072"
SUPERVISOR DE EVALUACION Y MONITOREO,1,"36,155","36,155"
SUPERVISOR DE MEDIDAS CAUTELARES,7,"15,595","15,595"
SUPERVISOR DE OBRA PUBLICA A,34,"16,725","16,725"
SUPERVISOR DE OBRA PUBLICA B,3,"15,937","15,937"
SUPERVISOR DE OFICIALIA DE PARTES,1,"16,725","16,725"
SUPERVISOR DE OPERACION,7,"16,725","16,725"
SUPERVISOR DE OPERACION D,1,"12,091","12,091"
SUPERVISOR DE SECCION,13,"14,332","14,332"
SUPERVISOR DE SEGUIMIENTO DE ACUERDOS REPARATORIOS,7,"17,088","17,088"
SUPERVISOR DE TRABAJO SOCIAL,1,"18,297","18,297"
SUPERVISOR DEL PROGRAMA DE ESCUELAS DE TIEMPO COMPLETO,1,"16,246","16,246"
SUPERVISOR ESPECIALIZADO,30,"36,155","36,155"
SUPERVISOR G,3,"19,759","19,759"
SUPERVISOR GDL 1,1,"17,088","17,088"
SUPERVISOR GDL 2,1,"15,525","15,525"
SUPERVISOR GENERAL OPERATIVO,9,"19,759","19,759"
SUPERVISOR I,1,"32,286","32,286"
SUPERVISOR INGENIERO RESIDENTE DE OBRA,2,"17,088","17,088"
SUPERVISOR J,1,"15,937","15,937"
SUPERVISOR PROYECTISTA,6,"16,725","16,725"
"TAQUIMECANOGRAFA ""A""",2,"6,263","6,263"
TECNICO A,110,"9,847","13,128"
TECNICO ADMINISTRATIVO,138,"9,847","13,128"
TECNICO ADMINISTRATIVO A,1,"11,691","11,691"
TECNICO ADMINISTRATIVO B,2,"14,332","14,332"
TECNICO ADMINISTRATIVO C,1,"15,937","15,937"
TECNICO ASISTENTE NIVEL 13 JORNADA DE 30 HRS,1,"11,527","11,527"
TECNICO AUXILIAR,18,"9,847","13,128"
TECNICO B,155,"9,706","12,942"
"TECNICO BIBILOTECARIO ESPECIALIZADO ""A""",10,"10,087","10,087"
TECNICO BIBLIOTECARIO,325,"7,534","12,942"
"TECNICO BIBLIOTECARIO ""A""",3,"8,475","8,475"
TECNICO BIBLIOTECARIO A,12,"10,750","10,750"
TECNICO BIBLIOTECARIO B,126,"10,358","10,358"
TECNICO CONTABLE,2,"16,725","16,725"
TECNICO DE APOYO,9,"7,534","8,631"
TECNICO DE ARTICULACION DE PROGRAMAS DE INNOVACION,1,"19,759","19,759"
TECNICO DE ASISTENCIA SOCIAL,3,"14,733","14,733"
TECNICO DE OFICIALIA DE PARTES,1,"13,809","13,809"
TECNICO DE RELACIONES INTERNACIONALES,2,"15,080","15,080"
TECNICO DE TURISMO,6,"15,525","15,525"
TECNICO DE VIVEROS,14,"9,409","12,545"
TECNICO DEL GRUPO ESPECIALIZADO DE BUSQUEDA,6,"15,525","15,525"
"TECNICO DOCENTE ASIGNATURA ""A"" (ES) DE CAPACITACION Y MEJOR",0,273,273
"TECNICO DOCENTE ASOCIADO ""A"" (E.S.) DE CAPACITACION Y MEJORA",1,"6,327","6,327"
"TECNICO DOCENTE EN NORMAL SUPERIOR O BASICA ASOCIADO ""B"" T",1,"13,983","13,983"
TECNICO EN COMUNICACION F,1,"19,759","19,759"
TECNICO EN CONTROL DE CONFIANZA,1,"17,088","17,088"
TECNICO EN CONTROL DE CONFIANZA A,1,"16,725","16,725"
TECNICO EN CONTROL PATRIMONIAL,1,"16,725","16,725"
TECNICO EN DESARROLLO SOCIAL Y CULTURAL,3,"22,453","22,453"
TECNICO EN DESARROLLO SOCIAL Y CULTURAL A,6,"19,759","19,759"
TECNICO EN DESARROLLO SOCIAL Y CULTURAL B,2,"18,297","18,297"
TECNICO EN DESARROLLO SOCIAL Y CULTURAL C,2,"16,725","16,725"
TECNICO EN DISEÑO,8,"10,358","13,809"
TECNICO EN INFORMATICA,34,"11,952","15,937"
TECNICO EN MANTENIMIENTO,1,"15,080","15,080"
TECNICO EN SALUD,1,"12,942","12,942"
TECNICO EN SEGURIDAD LABORAL,7,"16,725","16,725"
TECNICO EN SEGURIDAD LABORAL F,1,"25,078","25,078"
TECNICO EN TELECOMUNICACIONES,3,"19,759","19,759"
TECNICO ESPECIALISTA,125,"10,358","13,809"
TECNICO ESPECIALISTA AMBIENTAL,73,"17,088","17,088"
TECNICO ESPECIALISTA J,1,"17,088","17,088"
TECNICO ESPECIALISTA M,1,"42,130","42,130"
TECNICO ESPECIALISTA NIVEL 6,6,"11,612","11,612"
TECNICO ESPECIALIZADO,99,"10,752","16,725"
TECNICO ESPECIALIZADO A,243,"11,952","15,937"
TECNICO ESPECIALIZADO EN PLANEACION,1,"14,733","14,733"
TECNICO ESPECIALIZADO EN SEGURIDAD,1,"19,759","19,759"
TECNICO ESPECIALIZADO F,9,"18,297","18,297"
TECNICO ESPECIALIZADO K,1,"25,078","25,078"
TECNICO ESPECIALIZADO NIVEL 13,5,"15,366","15,366"
TECNICO INFORMATICO,1,"12,058","12,058"
TECNICO JUDICIAL,5,"19,759","19,759"
TECNICO LIQUIDADOR,1,"12,058","12,058"
TECNICO MEDIO,187,"7,864","8,875"
TECNICO MEDIO EN IMPRENTA,2,"7,214","7,214"
TECNICO PISCICOLA,15,"13,809","13,809"
TECNICO PROGRAMADOR,10,"12,545","16,725"
